"yine";"spanish";"source"
"Wale wane chinna, ""¿Gi ge getyongapiranyegitlu Tawi kamrutanru? Wa nachichini wale ga wa waleymalune koxa.";"Pero él les dijo: ¿No saben lo que hizo David cuando tuvo necesidad de comer, y los que estaban con él?";"bible"
"Gi rixpoko jiglokletlu Goyakalupji. Niklu jimaprokaka gekakgitkaluru. Walenwa ginanshichkaluru wale nikyaplu, ga wa waleymalune koxa. Sasertotenepje nikanruni.";"¿Cómo entró en la casa de Dios y tomó para comer el pan santo que no le estaba permitido comer, ni a los que estaban con él, sino sólo a los sacerdotes?";"bible"
"¿Gi ge getyongatkoxlu Tokanchi Yokanatkaluruya wa gapnanutikalurgognekaka kpashiwakapji, sasertotene gimuteru pixka gixkaklu gapnanutikalurgogne? Gi wale chinanu ruklukanuwnanna.";"¿O no han leído en la ley, cómo los sacerdotes del templo rompen el sábado y no hacen nada malo?";"bible"
"Gita wane china, gewlu kpashiwakapji pnute tsru.";"Pero les digo que hay uno mayor que el Templo aquí.";"bible"
"Gimka giklukanuwnayegjixanna muklukanuwnakane, gimatinmaka klunerni tyepirana: Naluklu getwamonrewlu. Gi wa genekashlu giylatkaluru naluka.";"Pero si supieran el significado: Mi deseo es de misericordia y no sacrificios, no habrían estado juzgando a los que no hicieron nada malo.";"bible"
"Gi rixanu gapnanutikalurugogne Gitsrukatno Gita wa Yineru Wgenno.""";"Porque el Hijo del hombre es señor del sábado.";"bible"
"Wane yiyatka. Wanna ginkaklewawaklepji yatka.";"Y él fue de allí a su sinagoga:";"bible"
"Waneru satu jeji giprigamyotachri. Repomgaluna. Wane chinruna, ""¿Munanshichkotlege wa gapnanutikalurugogne pinitikolu?"" Wane chinna gepomgaletluna jigyegityapluna.";"Y había un hombre con una mano seca. Y le hicieron una pregunta, diciendo: ¿Es correcto sanar a un hombre en sábado? para tener algo en contra de él.";"bible"
"Geso wane chinna, ""¿Giru jeji wane gixa yegi, sato gowega waneyalutu? Walamka gijrukanu kapna gapnanutikalurgogneko. ¿Gi ge kashichanro ga wa koschekanro?";"Y él les dijo: ¿Quién de ustedes, teniendo una oveja, si se mete en un hoyo en sábado, no echará una mano y la recuperará?";"bible"
"¿Gi ge kiglepotlu yineru gowega pnute? Giyagni munanschichkotni gapnanutikalurugogne kigleru kamruruya.""";"¡Cuánto más valor tiene un hombre que una oveja! Por esta razón, es correcto hacer el bien en el día de reposo.";"bible"
"Giyagni wane chinru jeji, ""Pomyokanu."" Romyokatka. Ruglewamyotatka. Kigletkalu pasretako pixka.";"Entonces dijo al hombre: Extiende tu mano. Y lo sanó, y fue sana como la otra.";"bible"
"Yatkana Gwariseyone. Jemanshinikankakyegitluna ruylatyapluna.";"Pero los fariseos salieron e hicieron designios contra él, cómo podrían matarlo.";"bible"
"Rumatinitka Geso, wane yiyatka. Gixolune yine gomkagimtlu. Pejnuruneko rutuukaka.";"Y Jesús, sabiendo esto, se fue de allí, y muchos fueron tras él y sanaba a todos.";"bible"
"Rujretna ma pogijetyapluna,";"Y les ordenaba que no hablaran de él en público:";"bible"
"poyagkakikolupa tokanchi geneklewatachri chinyawaka Gisayiya. Wane china:";"Para que lo dicho por el profeta Isaías se hiciera realidad,";"bible"
"Getanru nupxakjeru Gita tsomitanru. Nushinikanru potu. Wale gigletanshinikanutno. Giwekikaluru Gitanu nutakanru payine yegi runkakletinri gitakyagoklewlupirana.";"Vean a mi siervo, el hombre que he escogido, mi amado en quien mi alma está muy complacido: Pondré mi Espíritu sobre él, y él anunciará juicio a los gentiles.";"bible"
"Gi wa yangalewatanu. Gi wa saplewjetanu. Gike yijnaktokanutanru gatnugapoya.";"Su venida no será con peleas o gritos fuertes; y su voz no se levantará en las calles.";"bible"
"Wa katsluksu gischokachri gi wa sustonganu. Wa yochpiikalurchopa gimoliinatachri gi wa ruwakanu, koshpakinpotuklu giklukanuwnayegjixlu raalirewatinripa,";"La caña aplastada no será rota por él; y no apagará la mecha que apenas humea, hasta que saque a victoria la justicia.";"bible"
"payine kagwaklewatinripa Wale giwakaya.";"Y en su nombre pondrán los gentiles su esperanza.";"bible"
"Giyagni Wale yegi raniika satu kamchichachri. Walenwa maygaletu, myanumatkatu. Rutuukaklu. Giyagni wa maygaletu myanumatkatu yanumsatatka, retatka.";"Entonces le fue traído a uno con un espíritu malo, que era ciego y mudo; y lo sanó, de modo que él ciego y mudo veía y hablaba.";"bible"
"Pejnuruneko gixolune giglajita. Wane chinna, ""¿Gi ge Tawiklopishakni wa Tye?""";"Y toda la gente se sorprendió y dijo: ¿No es éste el Hijo de David?";"bible"
"Wa Gwariseyone yijnakotinri, wane chinna, ""Wa Tye gi wa maleka giknokna kamchine, seyni Welsewoyapje chinanu, wa kamchine gitsrukate.""";"Pero los fariseos, al enterarse, dijeron: Este hombre solo echa fuera espíritus malignos por Beelzebú, el gobernante de los espíritus malignos.";"bible"
"Geso gimatanshinikanutanna wanna. Wane chinna, ""Pejnuruko pogirewatikowaka wa wane gajene kotspalanshinikankakmaka wannakakluko, giknookalurupni pogirewatikowaka. Pejnuruko pokchikaka ga wa panchikaka wa wane gajene kotspalanshinikankakmaka wannakakluko, gi rumkata gwagognereta.";"Y conociendo sus pensamientos, les dijo: Todo reino que tiene división en sí mismo, será asolado, y toda ciudad o casa dividida en sí misma será destruida.";"bible"
"Satanasyokaklukmaka maleka giknoklu Satanasyo, walenanuko kotspalkakanshinikanutinmakwa. Giyagni ¿gi rixpoko gwagogneretanu wale pogirewatyawaka?";"Y si Satanás echa fuera a Satanás, él hace guerra contra sí mismo; ¿cómo va a permanecer su reino?";"bible"
"Ga wa Gita Welsewo chinanumka maleka nuknokanna kamchine, gwugenene ¿katu chinanu maleka ruknokna? Giyagni gwugenenepni gixa gitakyagokachinepni.";"Y si yo por Beelzebub echo fuera espíritus malignos de los hombres, ¿por quién los echan sus hijos? Así que ellos serán sus jueces.";"bible"
"Wa Giwekikaluru Goyakalunu chinanu Gita maleka giknokinna kamchine, galikakni gixyegitkalu Goyakalu pogirewatyawaka.";"Pero si por el Espíritu de Dios echo fuera espíritus malignos, entonces el reino de Dios ha llegado a ustedes.";"bible"
"""¿Gi rixpoko satu gimkata jiglokapjiretlu gichkolu, chowgutyaplu rejnunkate, ma mostutkanuwalu wa gichkolu? Waneklu chowgutyalu gipji gajeru.";"¿Cómo puede uno entrar en la casa de un hombre fuerte y tomar sus bienes, si primero no pone cuerdas alrededor del hombre fuerte? y luego él puede tomar sus bienes.";"bible"
"""Gitasreta mwakatu, walenwa nkamnixjeru. Gitayma mapatjetkatu, kotspalewata.";"El que no está conmigo, está contra mí; y el que no participa conmigo en reunir a la gente, los está alejando.";"bible"
"Giyagni wane nchingi, pejnuruko mukochri ga wa mupashiregnuchi kaspuukalurupni yinyegiya. Seyni ginnakokta yine Giwekikaluru mupashichkane, gi wa kaspukikna.";"Así que les digo: Todo pecado y toda palabra mala contra Dios tendrá perdón; pero las blasfemias contra el Espíritu no habrá perdón.";"bible"
"Girukokta gapatno Gita Yineru Wgenno kaspukikalurupni. Seyni girukokta gapatlu Giwekikaluru Kpashiri gi wa kaspukiko, gi wa tyegogneyako, gi wa ginachripgogneko.";"Y el que dice una palabra contra el Hijo del hombre, tendrá perdón; pero quien diga una palabra en contra del Espíritu Santo, no tendrá perdón en esta vida o en lo que está por venir.";"bible"
"""Waka gagmuna kigleru rixa ga wa giji koxa kiglejiru, waka mugletu rixa gagmuna, ga wa giji koxa muglejitu. Gi rixanu gijiya rumatika gagmuna.";"Cultiven un árbol bueno, y su fruto es bueno; o cultiven un árbol mal y su fruto será malo; porque él árbol por su fruto se conoce.";"bible"
"Gimnu pixkalungi. ¿Gi gixpoko gimkata yanumsaletlu kigleru, muglenekgi gixini? Gi rixanu klunerutka yineru gaji tsepowniyachri, wale yanumatya ginamaya.";"Descendientes de serpientes, ¿cómo, siendo malos,son capaces de decir cosas buenas? porque de la abundancia del corazón salen las palabras de la boca.";"bible"
"Kigleru yineru, raji ponikowle kigleru, kiglekakalu koshpakya. Mugletu yineru raji gixolewniyachri mugletu, mugletkaka koshpakya.";"El hombre bueno, del buen tesoro del corazón dice cosas buenas; y el hombre malo de la maldad que hay en su corazón dice malas cosas.";"bible"
"Ga wa wane nchingi, pejnuruko tokanchi yanumsashatinrina yine, rugyegitanruna giklukanuwnalgognepa.";"Y yo les digo que en el día en que sean juzgados, los hombres tendrán que dar cuenta de cada palabra necia que han dicho.";"bible"
"Gi rixanu ptokanu chinanu muklukanuwnakaakotupyi, ga wa ptokanu chinanu koxa giklukanuwnayegjixkalurupyi.""";"Porque con sus palabras serán justificados, y con sus palabras serán juzgados.";"bible"
"Giyagni pimrine yonchikgapine ga wa Gwariseyone gigita. Wane chinna, ""Yimaklewatachri, waluka getletlu pixa kamrutanru getkaluru.""";"Entonces, al oír esto, algunos de los escribas y fariseos le dijeron: Maestro, estamos buscando una señal tuya.";"bible"
"Rugita Geso. Wane chinna, ""Gimuweekakgognenatachine muglene, kgimopataklerunni ragjitluna getkaluru, seyni getkaluru gi wa reneekona, seyni Gonasu tokanchi geneklewatachri getkalurutepje.";"Pero él, respondiendo, les dijo: Una generación mala y adúltera está buscando una señal; y no se le dará más señal que la del profeta Jonás:";"bible"
"Gi rixanu tsro potu tsru wenu gajeronanwaka rawanata Gonasu mapgogne, mapyechno, waneko pixka nixanu Gita Yineru Wgenno. Mapgogne, mapyechno chiji gitokote nwanatanu.";"Porque como estuvo Jonás en el vientre del gran pez tres días y tres noches, así estará el Hijo del hombre tres días y tres noches en el corazón de la tierra.";"bible"
"Giklukanuwnalgognepa jejinni, Niniwe gajenni, yotunotanu nyi gimuweekakgognenatachineyma. Wannani giklukanuwnakakanna nyi gimuweekakgognenatachine. Gi rixanu wannani genshinikanuta Gonasu ginkaklewle chinanu. Ga wa xani gewru Gonasu pnuterutu.";"Los hombres de Nínive se levantarán en el día de juicio y darán su decisión contra esta generación: porque fueron apartados de sus pecados por la predicación de Jonás; y ahora uno más grande que Jonás está aquí.";"bible"
"Giklukanuwnalgognepa tyotunotanu tkachi kegnetesreta gajerni pogirewatachroni nyi gimuweekakgognenatachineyma. Tuklukanuwnakakanna, gi rixanu yoptukyawakchijiko tunya tyijnakotyaplu Salomo gimatkalewle. Ga wa getanru. Gewru Salomo pnuterutu.";"La reina del Sur se levantará en el día de juicio y dará su decisión contra esta generación; porque ella vino de los confines de la tierra para escuchar la sabiduría de Salomón; y ahora uno más grande que Salomón está aquí.";"bible"
"""Kamchi puchotlewatachri yineru rushpakamtinika, pnumnu yapanatatka, popriwaakaka. Rujgalu rapnanutyawakapa. Gi wa rukshiklu.";"Pero el espíritu inmundo, cuando sale del hombre, pasa por lugares secos buscando reposo, y no lo encuentra.";"bible"
"Giyagni wane china, 'Nsatokanutka nopji nuyakatyawaka.' Wane rapokinitka rukshiklu malepjiru, saxritkaluru ga wa galpokotkaluru.";"Entonces él dice: Volveré a mi casa de donde salí; y cuando él llega, ve que no hay nadie, pero que se ha limpiado y está en orden.";"bible"
"Giyagni wane ya. Waleyma ranikna pimrine payokgipre kamchine wale pnuterune muglene. Jiglokna. Wane rawna. Ralipretka gektutu giknogatkalu tye jeji muchinanu pnute. Waneko pixka rixanna nyi gimuweekakgognenatachine muglene.""";"Entonces él va y toma consigo otros siete espíritus peores que él, y entran y la hacen su casa, habitación; y la última condición de ese hombre es peor que la primera. Aun así será con esta generación malvada.";"bible"
"Gixolune yine runkaklewyeginatiniwa, runro ga wa repurune maleka tunwatachine, raluka giynumsaletluna.";"Mientras aún hablaba con la gente, llegaron su madre y sus hermanos, deseando hablar con él.";"bible"
"Satu wane chinru, ""Gewna punro ga wa pepurune, maleka tunwatachine. Raluka giynumsaletyina.""";"Y uno le dijo: Mira, tu madre y tus hermanos están afuera, deseando hablar contigo.";"bible"
"Rugitlu wane chinjeru. Wane chinru, ""¿Katni wa nunro? ¿Katni wa nepurune?""";"Pero él, respondiendo, dijo al que dio la noticia: ¿Quién es mi madre y quiénes son mis hermanos?";"bible"
"Romyokyegitna yimaklene. Wane china, ""Ga ga nyinwa nunro, ga wa nepurune.";"Y extendió su mano a sus discípulos, y dijo: Mira, mi madre y mis hermanos.";"bible"
"Gi rixanu girukokta kamrutlu tengogne Gajeru Nuru gishinikanru, walenwa nepuru, ga wa nepuro, ga wa nunro.""";"Porque el que hace la voluntad de mi Padre que está en los cielos, él es mi hermano, y hermana, y madre.";"bible"
"Walegogne panchi rushpakamtya Geso. Tsru wenuspuwnaga tuplata.";"En aquel día, Jesús salió de la casa y se sentó a la orilla del mar.";"bible"
"Rapatyegitluna gixolune yine. Kanawa ruptekatka. Wane tuplata. Ga wa pejnuruneko gixolune yine wanga gwa.";"Y se le unió un gran número de personas, de modo que subió a un bote; y la gente se sentó junto al mar.";"bible"
"Gi gepikapirana runkakna yapkakluya. Wane china, ""Wane rixa. Wa kgitaklewakleru gitaklewtapanu.";"Y les dio enseñanza en forma de historia, diciendo: Él sembrador salió a poner semilla en la tierra;";"bible"
"Kopalajitini pimriji gatnugapostsi gapokajita. Runna koshichine. Niklokajitluna.";"Y mientras lo hacía, algunas semillas cayeron junto al camino, y los pájaros vinieron y los tomaron como alimento:";"bible"
"Pimriji sotlu gwiyawaka gapokajita mwiyawakanu potu kajpa. Waneklumka rupchekni. Mpixnuwakapotni chiji.";"Y parte de la semilla cayó entre las piedras, donde no tenía mucha tierra, y de inmediato surgió porque la tierra no era profunda;";"bible"
"Ga wa rushpakini tkachi jimanatkalu. Ma matskinu chinanu rupriganatka.";"y cuando el sol estaba alto, fue quemada; y debido a que no tenía raíz, se secó y murió.";"bible"
"Pimriji kona yegi gapokajita. Tseruwna konkaka. Kapotanatkalu.";"Y algunas semillas cayeron entre espinas, y las espinas crecieron y la ahogaron,";"bible"
"Pimriji kiglewaka chiji gapokajita. Wane jiwatya. Rawa satu satpachaji, satu patsrujirmoleji, satu mapmoleji.";"Y otras, cayendo sobre la tierra buena, dieron fruto, algunas ciento, algunas sesenta, y otras treinta veces más.";"bible"
"Kajnakopnalu wa yijnakotinripa, yijnakotanu.""";"El que tiene oídos, que oiga.";"bible"
"Runyegitluna yimaklene. Wane chinruna, ""¿Klu chinanu yapkaklu punkaklewyegityana?""";"Y vinieron los discípulos y le dijeron: ¿Por qué les dices cosas en forma de historias?";"bible"
"Rugita Geso. Wane chinna, ""Gi rixanu wa gixa geneeka gimatyaplu giyogimanatkaluru tokanchi tengogne pogirewatyawakapirana, seyni wanna gi wa geneeka.";"Y les respondió: A ustedes se les ha dado a conocer los secretos del reino de los cielos, pero a ellos no se les ha dado.";"bible"
"Wa waneyalutu wanepnute reneeka. Waneyamigjetu wane rixle konikona.";"Porque a cualquiera que tiene, se le dará, y tendrá más; pero el que no tiene, incluso lo que tiene le será quitado.";"bible"
"Giyagni yapkaklu nunkaklewyegityana, retinmakna ma metinitipna, yijnakotinmakna ma yijnakotinitipna, ma mumata jeminitipna.";"Por esta razón, puse cosas en forma de historias; porque viendo no ven, y oyendo no oyen ni entienden.";"bible"
"Wane rixa poyagkakikolupa wannaya Gisayiya tokanchi geneklewatchri ginkakle. Wane china: Gijnakopna gyijnakotini, gi gimata jemanru. Getini getinmaka, gi gimatanru.";"Y para ellos, las palabras de Isaías se han cumplido, aunque oigas, no entenderás; y viendo, verán y no percibirán.";"bible"
"Gi rixanu shikowgajkaakana nyi yine. Ga wa gijnakopnayna kyapreru yijnakotyana. Ga wa rushyaygaletna ma giygalna metinitipna; gi wa gijnakopnayna yijnakotinripna; gi rajiyakna rumata jemyana; ma kashrijetikotupna, nma mutuukakyanupna.";"Porque el corazón de este pueblo se ha engrosado, y sus oídos oyen despacio, y tienen los ojos cerrados; por temor a que vean con sus ojos y escuchen con sus oídos y se vuelvan sabios en sus corazones y vuelvan a mí, para que yo los sane.";"bible"
"""Seyni giglenshinikanyegitkalurni giygale gi rixanu geta, ga wa gijnakopna gi rixanu gyijnakota.";"Pero bendecidos sus ojos que ven, y oídos, que oyen.";"bible"
"Gi rixanu galikaka wane nchingi, wa tsru galuklu rixmakluna gixo tokanchi geneklewatachine ga wa poyagkakachine. Raluka getletmakluna wa gixa getanru. Gi retluna. Raluka yijnakletmakluna wa gixa yijnakotanru. Gi wa yijnakotluna.";"Porque en verdad es digo que los profetas y los hombres rectos deseaban ver lo que ven, y no lo vieron; y oír lo que oyen sus oídos, y no lo oyeron.";"bible"
"""Giyagni gjemanru gixa kgitaklewakleru yapkaklepirana.";"Escuchen, pues, la historia del sembrador que puso la semilla en la tierra.";"bible"
"Girukokta yijnakotlu tokanchi pogirewatyawakapirana, ga wa gi rumata jemlu, runa mugletu. Kashichlu raji gitaakaluru. Walenwa gatnugapostsi gitaakaluru.";"Cuando la palabra del reino llega a cualquiera, y no la entiende, entonces viene el Maligno, y rápidamente quita lo que fue puesto en su corazón. Éste es la semilla que cayó en el camino.";"bible"
"Ga wa sotlu gwiyawaka gitaakaluru, walenwa yijnakotlu tokanchi. Waneklu rumuwlepotuko yoptotlu.";"Y lo que fue sobre las piedras, este es el que, al oír la palabra, de inmediato la toma con alegría;";"bible"
"Seyni gi katskiri. Pshinitsonu gwachripa. Wa runini salewakchi ga wa kojwawakchi tokanchi chinanu, waneklu rutspekaaka.";"Pero no teniendo raíz en sí mismo, continúa por un tiempo; y cuando viene la persecución o el dolor, debido a la palabra, luego tropieza, rápidamente y se llena de dudas.";"bible"
"Ga wa kona gwiyawaka gitaakaluru wale yijnakotlu tokanchi. Wa kojwakanshinikanrukaka tyegogneya, ga wa ponikowlu yokwire kapotlu tokanchi. Gi wa jiwatanatka.";"Y lo que cayó entre espinos, éste es el que oye la palabra; y los cuidados y afanes de esta vida, y los engaños de la riqueza, detienen el crecimiento de la palabra y no da fruto.";"bible"
